# Program:featureCounts v2.0.4; Command:"featureCounts" "-s" "2" "-T" "2" "-p" "-a" "Saccharomyces_cerevisiae.R64-1-1.108.gtf" "-o" "allSamples.featureCounts.txt" "SRR24466380.bam" "SRR24466381.bam" "SRR24466382.bam" "SRR24466389.bam" "SRR24466390.bam" "SRR24466391.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR24466380.bam	SRR24466381.bam	SRR24466382.bam	SRR24466389.bam	SRR24466390.bam	SRR24466391.bam
YGR211W	VII	915241	916701	+	1461	21564	24267	10742	124318	10049	13469
YGL204C	VII	111700	112005	-	306	591	881	528	1641	966	823
YGR270W	VII	1027370	1031509	+	4140	2615	3882	3095	8261	4010	3751
YGR204W	VII	905934	908774	+	2841	6651	9144	4099	34899	8937	12595
YGR266W	VII	1022656	1024761	+	2106	433	529	478	1982	546	1164
YGL070C	VII	374459	374827	-	369	3385	3987	3931	7658	3128	3313
YGL225W	VII	76894	77907	+	1014	9407	8942	3603	13116	5925	8180
YGL120C	VII	281634	283937	-	2304	622	647	392	2510	540	1663
tE(UUC)G1	VII	328583	328654	+	72	549	482	420	299	389	326
YGR252W	VII	996869	998188	+	1320	1126	1852	1253	4111	1986	2196
YGL106W	VII	306560	307009	+	450	4455	5071	3196	14263	7358	7361
YGR284C	VII	1060658	1061590	-	933	6637	8214	4229	14898	7214	6251
YGR032W	VII	548264	553951	+	5688	19079	22102	14305	8314	13898	3792
YGR174C	VII	845893	846405	-	513	1196	1712	2142	3972	2815	1895
YGR208W	VII	911883	912812	+	930	1275	1463	725	5377	1379	2391
YGL016W	VII	461666	464911	+	3246	610	804	583	2089	920	1219
YGR255C	VII	1002523	1003962	-	1440	1442	2265	1756	4927	2572	2263
YGR146C-A	VII	785276	785437	-	162	26	33	28	60	22	31
YGL194C	VII	140368	141726	-	1359	667	1143	896	2333	1021	1123
YGL138C	VII	248494	249531	-	1038	2	6	9	26	47	8
YGR091W	VII	666341	667825	+	1485	267	545	396	1206	689	756
YGR200C	VII	899904	902270	-	2367	749	920	596	2286	609	1802
YGR191W	VII	880420	882231	+	1812	2414	3700	1795	7047	3438	4739
YGR270C-A	VII	1027382	1027600	-	219	2	0	0	0	0	0
YGL227W	VII	69671	72547	+	2877	1016	1616	2186	5139	2426	2514
YGR081C	VII	643148	643780	-	633	498	847	394	1347	530	1139
YGL243W	VII	43307	44509	+	1203	659	902	744	1807	901	1058
YGL194C-A	VII	139719	139961	-	243	929	1130	817	1410	1025	708
YGR148C	VII	787312	787779	-	468	17796	23554	11128	61638	24460	38237
YGL136C	VII	252897	253859	-	963	1039	1449	1194	2553	2377	1730
YGR276C	VII	1043819	1045480	-	1662	820	1546	1615	2829	1774	1445
YGL129C	VII	267723	269075	-	1353	857	1262	1190	3602	2077	1915
tR(UCU)G2	VII	828723	828794	-	72	63	83	37	48	51	64
YGR053C	VII	594986	595837	-	852	1278	2281	3533	2773	2560	1465
YGR069W	VII	627083	627418	+	336	10	18	26	113	19	88
YGL224C	VII	78015	78857	-	843	1104	1260	706	5627	2164	3304
YGL193C	VII	141916	142227	-	312	0	0	0	0	0	0
YGL020C	VII	457163	457870	-	708	3706	4736	2336	7133	5119	4183
YGL177W	VII	167559	167906	+	348	45	61	54	155	91	61
YGL189C	VII	148229	148588	-	360	32856	45123	19089	105741	41347	59087
YGR122W	VII	733935	735143	+	1209	806	926	646	3051	1221	1543
YGL003C	VII	492474	494174	-	1701	844	1226	831	3179	1628	1490
YGR210C	VII	913503	914738	-	1236	5037	5259	2134	22752	3165	4277
tG(GCC)G1	VII	845649	845719	+	71	411	458	391	106	362	262
YGR079W	VII	640720	641832	+	1113	126	202	70	474	92	359
YGL115W	VII	292033	293001	+	969	1773	2404	1981	7426	3132	3863
YGL105W	VII	307437	308567	+	1131	4194	6004	3209	18031	5804	9201
YGR026W	VII	532985	533821	+	837	6692	8536	4093	14749	9283	7474
YGR087C	VII	651290	652981	-	1692	39	61	37	138	138	35
YGR278W	VII	1046731	1048464	+	1734	568	879	488	1926	1108	1027
YGR042W	VII	579476	580291	+	816	886	1286	948	2314	1339	1005
YGR043C	VII	580435	581436	-	1002	458	584	817	769	607	333
YGL165C	VII	191398	191976	-	579	11	14	25	7	26	4
YGR110W	VII	713709	715046	+	1338	451	677	605	1965	770	1009
YGR089W	VII	656960	659770	+	2811	3423	4397	3019	5859	4942	3886
YGL158W	VII	207033	208571	+	1539	88	219	120	196	61	121
YGR262C	VII	1016974	1017759	-	786	985	1189	603	3945	1531	2126
YGL200C	VII	122694	123305	-	612	22060	22002	16238	30832	14270	15722
YGL117W	VII	288512	289309	+	798	6018	8369	9932	22629	16126	22140
YGL186C	VII	151037	152776	-	1740	2918	3173	1786	11034	4506	6495
YGR010W	VII	511545	512732	+	1188	564	898	664	1997	1231	969
YGR198W	VII	894693	897146	+	2454	1647	2440	1678	5213	2302	2458
YGR137W	VII	762888	763262	+	375	389	525	422	885	478	429
YGL058W	VII	393986	394504	+	519	1200	1978	1206	4494	1808	1790
YGL226W	VII	73340	73711	+	372	544	859	424	1574	975	837
YGL055W	VII	398628	400160	+	1533	4505	4052	2810	7943	3195	3135
YGL184C	VII	154615	156012	-	1398	417	666	366	3979	431	1920
YGL024W	VII	449788	450123	+	336	6	4	2	57	24	27
tV(AAC)G3	VII	73829	73902	-	74	82	92	57	48	62	63
YGL151W	VII	217524	220922	+	3399	1742	2221	2157	5303	2888	2306
YGR101W	VII	693363	694403	+	1041	1428	2262	2249	3406	2315	1783
YGL230C	VII	63772	64215	-	444	327	448	450	265	282	128
YGR103W	VII	695417	697234	+	1818	2293	2230	2290	6273	1483	5499
YGR096W	VII	676621	677565	+	945	124	138	76	345	151	152
YGR112W	VII	717358	718527	+	1170	437	667	541	2426	1051	1274
tI(AAU)G	VII	739122	739195	+	74	3	2	0	6	5	4
YGL013C	VII	469092	472298	-	3207	1045	2198	1800	4192	4037	2494
YGL076C	VII;VII;VII	364335;365433;365986	364964;365526;365996	-;-;-	735	19513	20763	9799	80026	18255	42929
YGR067C	VII	622372	624786	-	2415	92	102	194	221	198	145
YGR094W	VII	672186	675500	+	3315	6906	9093	6018	27997	9302	14176
YGL226C-A	VII;VII	72749;73138	72988;73158	-;-	261	2853	3565	1899	6313	4293	3668
YGR045C	VII	583934	584296	-	363	68	116	103	179	199	116
YGR175C	VII	846933	848423	-	1491	3435	3996	2379	11897	3965	4714
YGL008C	VII	479910	482666	-	2757	108429	155168	56504	206216	93361	116123
YGR115C	VII	720372	721151	-	780	0	2	0	0	2	3
YGR108W	VII	703636	705051	+	1416	2616	3109	1984	8435	5779	4849
YGR218W	VII	932541	935795	+	3255	2835	4342	3556	12220	5968	5390
YGR205W	VII	909213	910085	+	873	598	1421	1940	4691	4005	2984
YGL073W	VII	368753	371254	+	2502	925	1848	1191	4279	2214	2010
YGL009C	VII	476313	478652	-	2340	3751	4547	3086	48698	13584	22964
YGL095C	VII	328874	330607	-	1734	1091	2018	1388	4417	2691	2225
YGL137W	VII;VII	249869;250087	249886;252738	+;+	2670	2729	3877	2399	9969	4548	5011
YGL214W	VII	90010	90495	+	486	0	0	0	7	4	5
YGR105W	VII	698599	698832	+	234	11155	13591	11185	12760	10775	8827
YGR001C	VII;VII;VII	497133;497459;498000	497365;497937;498034	-;-;-	747	1839	2835	2073	6729	3316	3469
tK(UUU)G1	VII;VII	115488;115548	115524;115583	+;+	73	12	9	11	6	9	13
YGL217C	VII	84839	85180	-	342	4	0	1	5	0	0
YGL173C	VII	175527	180113	-	4587	3043	4919	3895	12041	5751	5628
YGL086W	VII	347119	349368	+	2250	1583	2385	2330	5165	2902	3335
YGR223C	VII	940869	942215	-	1347	853	1160	1071	3084	1507	1388
tS(AGA)G	VII	561662	561743	-	82	7	25	7	8	19	10
YGR077C	VII	637744	639513	-	1770	1012	1382	996	3098	1521	1488
YGL052W	VII	403437	403742	+	306	81	89	49	56	75	34
YGR285C	VII	1061852	1063153	-	1302	5384	7844	3806	25225	6204	13726
YGL080W	VII	358636	359028	+	393	5298	7928	10025	11056	7034	5629
YGL207W	VII	98969	102076	+	3108	2519	4114	2681	9506	3778	4266
YGR261C	VII	1014321	1016750	-	2430	1366	2093	1526	5065	2316	2396
YGR226C	VII	946792	947001	-	210	0	0	0	0	2	0
YGL140C	VII	241353	245012	-	3660	2276	3140	1662	4251	2656	2404
YGL078C	VII	360288	361859	-	1572	541	572	364	1716	431	1330
YGL199C	VII	123572	124042	-	471	11	8	8	72	13	27
YGR164W	VII	828625	828960	+	336	2	7	2	0	6	0
YGR150C	VII	790459	793053	-	2595	597	1111	959	2681	1550	1360
YGL006W-A	VII	485423	485533	+	111	34	67	80	196	89	110
YGR196C	VII	889733	892186	-	2454	1503	2159	1859	4244	2392	2145
YGL197W	VII	124698	129161	+	4464	1682	2097	1548	5095	2799	2275
YGR136W	VII	762428	763153	+	726	1405	2099	1148	4635	1740	1938
YGR153W	VII	796092	796745	+	654	2574	2769	3128	1169	1231	830
YGL159W	VII	202721	203833	+	1113	704	1190	1122	2265	1412	1393
YGR286C	VII	1063813	1064940	-	1128	352	614	433	1959	925	949
YGL254W	VII	22304	23203	+	900	251	403	205	744	513	543
tH(GUG)G1	VII	110625	110696	-	72	140	139	106	30	90	74
YGR023W	VII	529264	530919	+	1656	907	1118	1097	2888	1257	1218
snR48	VII	609584	609696	+	113	6	29	16	46	65	66
YGL063W	VII	383654	384766	+	1113	412	511	348	1134	907	786
YGL154C	VII	215278	216096	-	819	675	1031	584	2917	1603	1544
YGL035C	VII	431548	433062	-	1515	1332	3088	3213	6929	4408	3919
YGR009C	VII	509047	511002	-	1956	1519	2171	2338	5371	2596	2500
YGR034W	VII;VII	555812;556308	555830;556672	+;+	384	34357	36888	28200	90476	29990	52922
YGL064C	VII	381523	383208	-	1686	188	240	108	517	265	244
YGR118W	VII;VII	726974;727358	727038;727730	+;+	438	61492	70960	94655	147347	49417	52770
YGR277C	VII	1045644	1046561	-	918	868	1095	650	2214	1144	1182
YGR232W	VII	953960	954646	+	687	1643	2791	1710	5413	3549	3229
YGR227W	VII	947420	948997	+	1578	1065	1585	797	2180	1711	1464
YGL142C	VII	236269	238119	-	1851	1635	2239	1309	3057	2600	1846
YGL143C	VII	234717	235958	-	1242	402	691	540	1596	986	953
YGR222W	VII	939923	940804	+	882	2271	2766	3009	5148	2999	2611
YGL045W	VII	414102	415730	+	1629	3416	4692	2609	7935	3039	2618
YGL253W	VII	23935	25395	+	1461	15085	34371	19305	101933	38484	39697
YGR257C	VII	1006205	1007305	-	1101	1148	1564	1187	3051	1723	1863
YGL131C	VII	261648	265859	-	4212	378	530	544	1802	938	1072
YGR064W	VII	617621	617989	+	369	8	24	12	80	49	31
YGR263C	VII	1017967	1019241	-	1275	697	967	475	1363	1013	847
YGL049C	VII	406860	409604	-	2745	966	1597	1249	4192	1942	1972
YGR296C-B	VII	1089746	1090228	-	483	0	0	0	0	0	0
YGL202W	VII	116059	117561	+	1503	6248	8551	5418	30628	11119	16163
YGL258W-A	VII	9162	9395	+	234	8	18	17	51	62	65
YGR133W	VII	756896	757447	+	552	237	381	167	838	349	478
YGR109C	VII	705359	706501	-	1143	92	106	47	254	102	229
YGR037C	VII	559731	559994	-	264	5381	8517	4047	11003	8380	6800
YGL077C	VII	362225	363916	-	1692	6511	5731	2472	17841	5151	6307
YGR111W	VII	715828	717030	+	1203	1511	2582	1954	6177	3142	2806
YGR016W	VII	522261	522833	+	573	220	397	304	629	587	363
YGR245C	VII	979765	982068	-	2304	428	400	320	1746	300	1367
YGR287C	VII	1067222	1068991	-	1770	370	602	534	1207	744	571
YGL244W	VII	41498	43174	+	1677	1317	1971	1272	6894	2387	3129
YGL057C	VII	394966	395829	-	864	340	598	369	1096	530	521
YGL187C	VII	149704	150171	-	468	3552	5153	5612	9490	7824	5064
YGR180C	VII	855264	856301	-	1038	5664	12420	6753	24068	10693	8864
YGR116W	VII	720409	724764	+	4356	2394	3711	3434	9851	4490	4794
YGL181W	VII	157906	159096	+	1191	1254	1886	1224	5757	2363	3118
YGR202C	VII	903474	904748	-	1275	1455	2060	1219	7972	2355	3562
YGL127C	VII	270392	270775	-	384	1064	1041	479	2186	1111	1044
YGR203W	VII	905237	905683	+	447	450	621	385	1563	866	715
YGL150C	VII	221104	225573	-	4470	1451	2164	2002	5157	2581	2703
YGR134W	VII	757770	761138	+	3369	581	826	437	1506	928	784
YGR095C	VII	675671	676342	-	672	365	727	354	1665	776	966
YGR214W	VII;VII	920575;921120	920664;921788	+;+	759	11496	12741	5666	42391	11511	23317
YGR269W	VII	1026636	1026962	+	327	18	25	20	53	24	29
YGR176W	VII	848720	849067	+	348	11	12	4	55	10	17
YGL263W	VII	2790	3932	+	1143	17	83	109	65	135	247
YGR057C	VII	604773	605501	-	729	2138	2733	2897	3566	1865	1723
YGL074C	VII	368596	368922	-	327	2	1	0	7	1	4
YGR007W	VII	506969	507940	+	972	1199	1847	1144	4884	2376	2184
YGR241C	VII	974875	976581	-	1707	1530	1903	1251	5282	2561	2815
YGR127W	VII	746798	747736	+	939	973	1411	1206	4107	2658	2059
YGL219C	VII	82878	84257	-	1380	1268	1972	1397	5124	2544	2476
YGL061C	VII	388968	389711	-	744	779	969	810	1953	961	1123
YGR083C	VII	644860	646815	-	1956	931	1292	646	3328	1231	1909
YGL038C	VII	425362	426804	-	1443	1960	2638	1796	4785	3495	3180
YGL047W	VII	411552	412160	+	609	859	1504	1165	3737	1978	1696
YGR244C	VII	978036	979319	-	1284	2155	3373	2196	8524	5039	3840
YGR289C	VII	1073963	1075813	-	1851	698	1152	1754	2562	2519	1687
YGL089C	VII	344791	345153	-	363	3005	2479	1675	23181	6245	9163
YGL180W	VII	160065	162758	+	2694	585	928	793	2151	1528	1462
YGR146C	VII	784223	784858	-	636	1101	1100	615	2576	600	819
YGL149W	VII	225572	225877	+	306	0	5	0	2	0	1
YGL242C	VII	44652	45197	-	546	1457	2318	1409	3301	2103	1483
YGR106C	VII	698989	699786	-	798	11703	14386	7975	26857	15524	13935
YGR004W	VII	502938	504326	+	1389	928	1030	496	1959	1052	997
YGR209C	VII	912913	913227	-	315	59224	75581	81810	90853	64724	44572
YGR052W	VII	593596	594705	+	1110	1331	365	499	4776	495	2138
YGR158C	VII	805269	806021	-	753	296	394	249	1010	325	737
YGR003W	VII	500132	502366	+	2235	391	601	377	1262	531	725
YGR219W	VII	936035	936376	+	342	0	3	0	4	2	2
YGL247W	VII	36933	37526	+	594	1621	2309	2211	2541	2285	2018
YGR170W	VII	837142	840558	+	3417	2013	3855	4199	6409	8057	4019
YGR246C	VII	982482	984272	-	1791	1193	1700	1342	3558	1762	1863
YGL183C	VII;VII	156543;157283	157199;157285	-;-	660	221	205	132	362	518	325
YGR160W	VII	807073	807684	+	612	21	11	0	52	9	7
YGR204C-A	VII	909061	909174	-	114	11	12	17	17	59	29
YGR039W	VII	574888	575199	+	312	168	255	322	683	244	208
YGL059W	VII	392223	393698	+	1476	1423	2233	2136	6779	3083	4860
YGL123W	VII	277617	278381	+	765	41450	42146	25411	122144	34024	73216
YGL099W	VII	314631	316553	+	1923	428	624	317	1982	464	1473
YGR102C	VII	694584	695135	-	552	605	761	456	1896	972	1239
YGL233W	VII	59122	61854	+	2733	1150	1929	1968	4337	2265	2591
YGL072C	VII	371003	371362	-	360	275	395	210	815	350	468
YGL056C	VII	396035	397618	-	1584	848	1116	521	2505	968	1506
YGR104C	VII	697445	698368	-	924	514	825	492	2126	993	1144
YGR240C	VII	970771	973734	-	2964	8755	17074	7875	46744	17395	20100
YGR243W	VII	977336	977776	+	441	10913	14561	33386	17000	14776	13304
YGR275W	VII	1043276	1043749	+	474	2031	3040	2058	4566	3758	2808
YGL088W	VII	345836	346201	+	366	3	2	2	6	4	4
YGR020C	VII	526973	527329	-	357	12689	16653	14522	32060	15142	13151
YGR100W	VII	690245	693097	+	2853	925	1662	1281	4157	2160	2075
YGR231C	VII	952548	953480	-	933	1969	3606	2419	8340	4139	3895
YGR215W	VII	922175	922507	+	333	2432	3145	3167	4025	3261	2321
YGR018C	VII	524365	524694	-	330	12	4	6	71	20	16
YGL152C	VII	216692	217369	-	678	0	0	2	6	2	6
YGL212W	VII	91432	92382	+	951	279	336	315	1209	432	687
YGL066W	VII	377609	379582	+	1974	910	1287	800	3591	1666	2013
YGL060W	VII	390065	391990	+	1926	412	582	421	1682	966	1034
YGL185C	VII	153167	154306	-	1140	443	821	509	946	630	500
YGR145W	VII	781767	783890	+	2124	398	391	464	1316	302	1004
YGL011C	VII	474489	475247	-	759	2820	6204	3895	12748	8030	6013
YGR147C	VII	786054	786920	-	867	2540	3070	2772	4408	2448	2492
YGR036C	VII	558149	558868	-	720	596	946	465	1197	897	715
YGL122C	VII	278946	280523	-	1578	782	1368	1236	5425	2804	2859
YGL261C	VII	6290	6652	-	363	0	0	0	18	10	2
YGL041C	VII	419022	419225	-	204	32	44	40	65	44	30
YGR099W	VII	687899	689965	+	2067	845	943	730	2561	1035	1434
YGR046W	VII	584895	586052	+	1158	1439	1872	1626	4692	2216	2298
YGL188C-A	VII	148824	148964	-	141	234	389	107	393	561	324
YGR216C	VII	922633	924462	-	1830	1366	1766	1042	2642	1694	1513
tG(UCC)G	VII	779616	779687	+	72	7	16	10	1	2	4
YGR047C	VII	586392	589469	-	3078	597	974	732	2293	1125	1191
YGR238C	VII	966039	968687	-	2649	487	581	463	2085	923	910
YGR282C	VII	1057783	1058724	-	942	41594	38173	18179	65740	34045	32023
YGL132W	VII	261580	261915	+	336	3	1	4	8	2	4
tA(AGC)G	VII	774349	774421	+	73	0	0	0	0	0	0
YGR169C	VII	834689	835903	-	1215	431	652	462	1540	969	864
YGR063C	VII	617516	617824	-	309	3522	4313	3416	5498	3534	3300
YGR256W	VII	1004624	1006102	+	1479	129	239	206	320	157	102
YGL036W	VII	428601	431330	+	2730	1700	2303	1946	6532	2906	3247
YGR192C	VII	882812	883810	-	999	275833	432647	217796	1293951	393641	487395
YGL191W	VII	144808	145197	+	390	9942	12338	14551	19868	13963	9798
YGR051C	VII	592906	593229	-	324	2	6	5	17	6	7
YGR013W	VII	514554	516416	+	1863	589	1059	655	2520	1486	1183
YGR123C	VII	736662	738203	-	1542	533	618	347	1868	561	1732
YGL209W	VII	95858	97006	+	1149	1487	2253	1476	6449	4535	4563
YGL163C	VII	193707	196403	-	2697	606	1186	728	2015	1151	980
YGR296C-A	VII	1088870	1089445	-	576	0	0	0	0	0	0
YGL178W	VII;VII	167352;167995	167354;170571	+;+	2580	958	1541	977	2407	2082	1249
YGL092W	VII	337906	341859	+	3954	1161	1428	1022	4051	1768	2274
YGR132C	VII	755589	756452	-	864	15409	19917	24314	23752	18413	14005
YGL208W	VII	97338	98585	+	1248	592	820	642	2554	1306	1401
tL(GAG)G	VII	700675	700756	+	82	48	25	12	126	57	87
YGR059W	VII	607563	609101	+	1539	57	78	75	105	129	71
YGR114C	VII	720265	720654	-	390	0	0	0	1	0	0
YGR128C	VII	747950	750091	-	2142	397	554	317	1613	347	1422
YGL246C	VII	37617	38780	-	1164	1530	2179	1568	3008	1720	2425
YGL190C	VII	145809	147389	-	1581	1444	2132	1973	5845	4606	3731
YGR033C	VII	554248	554967	-	720	1594	2219	1267	5017	2424	2525
YGL112C	VII	298178	299728	-	1551	1371	2264	1181	5072	2277	3108
YGL001C	VII	495453	496502	-	1050	1751	2795	2234	5921	2614	2374
YGR168C	VII	833352	834482	-	1131	2071	2750	2619	2758	2563	1746
YGL093W	VII	334886	337639	+	2754	1385	2003	1643	4506	2311	2195
YGR120C	VII	730033	730821	-	789	455	767	455	1812	850	963
YGR027C	VII	534132	534458	-	327	69804	87245	53634	137303	68698	83078
YGL259W	VII	8470	8967	+	498	8	39	18	105	113	114
YGR294W	VII	1080306	1080668	+	363	35	33	10	78	26	49
YGR124W	VII	739944	741662	+	1719	4169	5452	3330	25029	5574	11358
YGL103W	VII;VII	310967;311527	311015;311927	+;+	450	84016	88620	63989	172166	69572	104324
YGL062W	VII	385196	388732	+	3537	4411	8610	7192	14071	10827	7275
YGR049W	VII	591314	591877	+	564	464	680	296	1471	564	692
snR39	VII	365163	365251	-	89	262	482	308	464	636	511
YGR076C	VII	637104	637577	-	474	710	1202	1029	2930	1876	1539
YGL161C	VII	199210	200142	-	933	8850	13188	11386	13036	10940	8257
YGR062C	VII	616328	617278	-	951	339	557	391	1646	976	756
tV(AAC)G1	VII	412294	412367	-	74	0	0	0	0	0	2
YGL237C	VII	52731	53528	-	798	497	529	502	2042	808	1021
YGR024C	VII	531883	532596	-	714	5263	7057	6368	9077	6354	4950
YGR184C	VII	859901	865753	-	5853	1166	2160	1834	5116	2848	2320
YGR292W	VII	1076599	1078353	+	1755	11	51	94	81	113	64
YGR151C	VII	794655	794990	-	336	10	12	9	16	8	0
YGL034C	VII	433214	433579	-	366	9	5	3	14	13	7
YGL067W	VII	376101	377255	+	1155	701	1011	675	2907	1233	1348
YGR072W	VII	634304	635467	+	1164	684	967	715	2565	1263	1604
YGL229C	VII	64503	66959	-	2457	471	615	385	2079	1119	1120
YGR055W	VII	599417	601141	+	1725	9471	9188	4820	21712	5734	11798
YGL044C	VII	416146	417036	-	891	849	1048	796	2295	1171	1262
YGL054C	VII	400871	401287	-	417	16741	18160	20290	31385	14335	13294
YGL119W	VII	284442	285947	+	1506	524	792	554	1712	760	987
YGR068W-A	VII	626294	626389	+	96	0	0	2	0	0	1
YGR206W	VII	910432	910737	+	306	4538	7053	7441	5321	7382	3413
YGR121W-A	VII	733412	733627	+	216	35	62	63	79	59	120
YGL130W	VII	266145	267524	+	1380	1202	1896	1362	4171	1923	1959
YGL042C	VII	418288	418593	-	306	0	3	8	6	8	2
YGR090W	VII	662358	666071	+	3714	943	1350	740	3422	1444	1831
YGR221C	VII	937124	938992	-	1869	822	955	481	1373	489	731
YGR143W	VII	775193	777508	+	2316	1242	1644	1209	6067	3866	3336
tR(UCU)G1	VII	405470	405541	+	72	10	18	12	12	17	13
YGL218W	VII	83650	84300	+	651	0	0	2	2	2	2
YGL198W	VII	123591	124298	+	708	2819	3669	2357	5943	3444	3386
YGL083W	VII	353058	355472	+	2415	206	353	188	1336	495	725
tC(GCA)G	VII	707108	707179	-	72	0	0	0	2	0	0
YGR071C	VII	631481	634063	-	2583	897	1263	1171	2717	1691	1545
YGR259C	VII	1012481	1012921	-	441	30	36	23	39	27	15
YGR058W	VII	606136	607143	+	1008	331	496	237	1591	607	752
YGL195W	VII	131525	139543	+	8019	2167	3556	3458	9933	4836	5231
YGL192W	VII	142246	144048	+	1803	1	4	4	9	6	2
YGL206C	VII	102543	107504	-	4962	2320	3160	2827	9589	3728	3997
YGR060W	VII	610564	611493	+	930	10770	7194	2859	14576	4901	6461
YGL257C	VII	12481	14157	-	1677	2973	3506	2232	4711	3225	2645
YGL236C	VII	53787	55796	-	2010	167	187	76	644	237	342
YGR138C	VII	763762	765606	-	1845	7977	13781	3016	6378	3901	3938
YGR015C	VII	521090	522076	-	987	475	757	416	1924	922	1040
YGL023C	VII	450197	452104	-	1908	970	1199	724	3712	1305	1706
YGL144C	VII	232450	234507	-	2058	675	885	468	1529	805	640
YGL071W	VII	372012	374084	+	2073	1096	1356	766	3116	1410	1555
tK(CUU)G3	VII	876394	876466	+	73	12	12	16	1	15	20
YGR080W	VII	642010	643008	+	999	1568	2800	1824	6790	3146	3266
YGL116W	VII	289809	291641	+	1833	979	1038	782	4487	1780	1928
YGR035C	VII	557072	557422	-	351	32	36	31	597	147	257
YGL201C	VII	117854	120907	-	3054	610	1135	575	3114	1305	1580
YGR212W	VII	917040	918446	+	1407	202	222	144	659	394	408
YGR154C	VII	796798	797868	-	1071	342	606	462	1675	644	798
YGL241W	VII	45445	48459	+	3015	867	1489	1615	3408	1431	1522
YGL262W	VII	5312	5839	+	528	2	0	0	2	12	17
YGR247W	VII	984966	985685	+	720	515	820	804	1841	799	1046
YGR199W	VII	897502	899781	+	2280	2407	3482	2011	5630	3530	3099
YGL260W	VII	6860	7090	+	231	0	0	0	0	0	0
YGR179C	VII	853675	854895	-	1221	688	947	720	2666	1011	1313
YGR011W	VII	512497	512823	+	327	83	152	128	283	188	108
YGL111W	VII	299978	301369	+	1392	557	621	418	1927	609	1594
snR39B	VII	366374	366469	-	96	85	63	60	228	151	179
YGR073C	VII	635615	635986	-	372	164	176	140	361	221	192
YGR155W	VII	798543	800066	+	1524	6030	8273	4232	40261	6858	17026
YGL114W	VII	293460	295637	+	2178	1246	1822	881	2955	1844	1845
YGL255W	VII	20978	22108	+	1131	5238	8869	3346	30517	16643	11094
YGR066C	VII	620921	621799	-	879	30	58	69	143	132	55
YGR233C	VII	954674	958210	-	3537	594	1126	914	2180	1991	1307
YGR092W	VII	668189	669907	+	1719	859	988	883	4597	2105	2432
YGL041W-A	VII	418825	419289	+	465	2476	3661	5990	8149	3890	3066
YGR171C	VII	840824	842551	-	1728	918	1486	1305	2990	1702	1752
tW(CCA)G2	VII;VII	878710;878780	878745;878815	-;-	72	4	2	2	0	2	4
YGL171W	VII	182390	184084	+	1695	213	268	173	888	226	728
YGL029W	VII	440063	440425	+	363	3146	2686	1602	2855	1328	2577
YGR040W	VII	575398	576504	+	1107	332	574	288	1456	681	744
YGR220C	VII	936074	936883	-	810	1036	1636	1187	4125	1892	2031
YGR268C	VII	1026057	1026653	-	597	667	879	444	2031	905	932
YGL147C	VII	227754	228329	-	576	27377	25424	21315	64717	16612	39199
tK(CUU)G1	VII	122269	122341	+	73	2	0	0	3	0	1
YGR144W	VII	780399	781379	+	981	458	567	293	513	326	157
YGR178C	VII	851047	853215	-	2169	2707	3549	2342	10233	3991	4868
YGR113W	VII	718893	719924	+	1032	859	1069	570	3183	1173	1591
YGL203C	VII	112475	114664	-	2190	3353	4697	2060	6812	4322	3700
YGL048C	VII	410069	411286	-	1218	3505	6976	4309	15760	8553	7329
YGR207C	VII	910843	911628	-	786	2188	3815	2363	10983	4813	5589
YGR258C	VII	1007671	1010766	-	3096	746	1423	1030	2472	1545	1320
YGL091C	VII	342056	343042	-	987	1163	1776	1717	3257	1828	1933
YGR093W	VII	670388	671911	+	1524	388	602	414	1155	608	745
YGR119C	VII	728046	729671	-	1626	2411	3089	2391	6999	3048	3588
YGR213C	VII	918512	919465	-	954	65	78	40	42	29	21
YGR061C	VII	611889	615965	-	4077	2563	2872	1590	16610	3381	6945
YGL182C	VII	157273	157596	-	324	26	43	18	117	133	68
YGR139W	VII	765726	766064	+	339	2	3	1	6	1	1
YGR121C	VII	731449	732927	-	1479	2883	1489	717	4726	1171	2120
YGL043W	VII	417483	418412	+	930	1164	1741	978	3431	1552	1927
YGR280C	VII	1050910	1051725	-	816	550	695	601	2564	769	2162
YGL085W	VII	349616	350440	+	825	1574	2104	1490	2221	1915	1480
YGL031C	VII	437467	437934	-	468	19524	23290	15492	59490	20577	35865
YGR117C	VII	725049	726479	-	1431	1153	1676	1239	3779	1907	1721
YGR254W	VII	1000927	1002240	+	1314	66158	200638	116109	387420	207730	132737
YGR235C	VII	961360	962061	-	702	2573	3441	3765	7170	3563	3293
